territorio,indicatore,sesso,presenza_disabilità,periodo,numero_vittime
puglia,Utenti del 1522,femmine,no,2018,1148
puglia,Utenti del 1522,femmine,no,2019,961
puglia,Utenti del 1522,femmine,no,2020,1123
puglia,Utenti del 1522,femmine,no,2021,876
puglia,Utenti del 1522,femmine,no,2022,763
puglia,Utenti del 1522,femmine,no,2023,404
puglia,Utenti del 1522,femmine,no,2024,739
puglia,Utenti del 1522,femmine,si,2015,28
puglia,Utenti del 1522,femmine,si,2016,26
puglia,Utenti del 1522,femmine,si,2017,20
puglia,Utenti del 1522,femmine,si,2018,18
puglia,Utenti del 1522,femmine,si,2019,21
puglia,Utenti del 1522,femmine,si,2020,75
puglia,Utenti del 1522,femmine,si,2021,121
puglia,Utenti del 1522,femmine,si,2022,61
puglia,Utenti del 1522,femmine,si,2023,252
puglia,Utenti del 1522,femmine,si,2024,110
puglia,Utenti del 1522,femmine,non indicato,2015,127
puglia,Utenti del 1522,femmine,non indicato,2016,84
puglia,Utenti del 1522,femmine,non indicato,2017,62
puglia,Utenti del 1522,femmine,non indicato,2018,22
puglia,Utenti del 1522,femmine,non indicato,2019,13
puglia,Utenti del 1522,femmine,non indicato,2020,237
puglia,Utenti del 1522,femmine,non indicato,2021,479
puglia,Utenti del 1522,femmine,non indicato,2022,492
puglia,Utenti del 1522,femmine,non indicato,2023,906
puglia,Utenti del 1522,femmine,non indicato,2024,1391
puglia,Utenti del 1522,non indicato,non indicato,2023,11
puglia,Utenti del 1522,non indicato,non indicato,2024,9
basilicata,Utenti del 1522,maschi,no,2015,14
basilicata,Utenti del 1522,maschi,no,2016,7
basilicata,Utenti del 1522,maschi,no,2017,12
basilicata,Utenti del 1522,maschi,no,2018,14
basilicata,Utenti del 1522,maschi,no,2019,28
basilicata,Utenti del 1522,maschi,no,2020,16
basilicata,Utenti del 1522,maschi,no,2021,7
basilicata,Utenti del 1522,maschi,no,2022,9
basilicata,Utenti del 1522,maschi,no,2023,1
basilicata,Utenti del 1522,maschi,no,2024,5
basilicata,Utenti del 1522,maschi,si,2015,2
basilicata,Utenti del 1522,maschi,si,2017,1
basilicata,Utenti del 1522,maschi,si,2019,1
basilicata,Utenti del 1522,maschi,si,2021,2
basilicata,Utenti del 1522,maschi,si,2023,3
basilicata,Utenti del 1522,maschi,si,2024,1
basilicata,Utenti del 1522,maschi,non indicato,2015,3
basilicata,Utenti del 1522,maschi,non indicato,2016,2
basilicata,Utenti del 1522,maschi,non indicato,2017,3
basilicata,Utenti del 1522,maschi,non indicato,2020,2
basilicata,Utenti del 1522,maschi,non indicato,2021,5
basilicata,Utenti del 1522,maschi,non indicato,2022,8
basilicata,Utenti del 1522,maschi,non indicato,2023,26
basilicata,Utenti del 1522,maschi,non indicato,2024,36
basilicata,Utenti del 1522,femmine,no,2015,69
basilicata,Utenti del 1522,femmine,no,2016,76
basilicata,Utenti del 1522,femmine,no,2017,81
basilicata,Utenti del 1522,femmine,no,2018,120
basilicata,Utenti del 1522,femmine,no,2019,117
basilicata,Utenti del 1522,femmine,no,2020,115
basilicata,Utenti del 1522,femmine,no,2021,99
basilicata,Utenti del 1522,femmine,no,2022,97
basilicata,Utenti del 1522,femmine,no,2023,55
basilicata,Utenti del 1522,femmine,no,2024,68
basilicata,Utenti del 1522,femmine,si,2015,2
basilicata,Utenti del 1522,femmine,si,2016,2
basilicata,Utenti del 1522,femmine,si,2017,1
basilicata,Utenti del 1522,femmine,si,2019,2
basilicata,Utenti del 1522,femmine,si,2020,4
basilicata,Utenti del 1522,femmine,si,2021,12
basilicata,Utenti del 1522,femmine,si,2022,5
basilicata,Utenti del 1522,femmine,si,2023,28
basilicata,Utenti del 1522,femmine,si,2024,8
basilicata,Utenti del 1522,femmine,non indicato,2015,12
basilicata,Utenti del 1522,femmine,non indicato,2016,4
basilicata,Utenti del 1522,femmine,non indicato,2017,5
basilicata,Utenti del 1522,femmine,non indicato,2018,6
basilicata,Utenti del 1522,femmine,non indicato,2019,1
basilicata,Utenti del 1522,femmine,non indicato,2020,19
basilicata,Utenti del 1522,femmine,non indicato,2021,61
basilicata,Utenti del 1522,femmine,non indicato,2022,52
basilicata,Utenti del 1522,femmine,non indicato,2023,141
basilicata,Utenti del 1522,femmine,non indicato,2024,105
basilicata,Utenti del 1522,non indicato,si,2023,1
basilicata,Utenti del 1522,non indicato,non indicato,2023,1
calabria,Utenti del 1522,maschi,no,2015,60
calabria,Utenti del 1522,maschi,no,2016,50
calabria,Utenti del 1522,maschi,no,2017,74
calabria,Utenti del 1522,maschi,no,2018,68
calabria,Utenti del 1522,maschi,no,2019,66
calabria,Utenti del 1522,maschi,no,2020,54
calabria,Utenti del 1522,maschi,no,2021,34
calabria,Utenti del 1522,maschi,no,2022,27
calabria,Utenti del 1522,maschi,no,2023,4
calabria,Utenti del 1522,maschi,no,2024,3
calabria,Utenti del 1522,maschi,si,2015,4
calabria,Utenti del 1522,maschi,si,2016,3
calabria,Utenti del 1522,maschi,si,2017,1
calabria,Utenti del 1522,maschi,si,2018,3
calabria,Utenti del 1522,maschi,si,2019,2
calabria,Utenti del 1522,maschi,si,2020,7
calabria,Utenti del 1522,maschi,si,2021,8
calabria,Utenti del 1522,maschi,si,2022,2
calabria,Utenti del 1522,maschi,si,2023,10
calabria,Utenti del 1522,maschi,si,2024,1
calabria,Utenti del 1522,maschi,non indicato,2015,8
calabria,Utenti del 1522,maschi,non indicato,2016,5
calabria,Utenti del 1522,maschi,non indicato,2017,6
calabria,Utenti del 1522,maschi,non indicato,2018,1
calabria,Utenti del 1522,maschi,non indicato,2019,4
calabria,Utenti del 1522,maschi,non indicato,2020,14
calabria,Utenti del 1522,maschi,non indicato,2021,24
calabria,Utenti del 1522,maschi,non indicato,2022,28
calabria,Utenti del 1522,maschi,non indicato,2023,112
calabria,Utenti del 1522,maschi,non indicato,2024,119
calabria,Utenti del 1522,femmine,no,2015,383
calabria,Utenti del 1522,femmine,no,2016,309
calabria,Utenti del 1522,femmine,no,2017,270
calabria,Utenti del 1522,femmine,no,2018,410
calabria,Utenti del 1522,femmine,no,2019,417
calabria,Utenti del 1522,femmine,no,2020,438
calabria,Utenti del 1522,femmine,no,2021,302
calabria,Utenti del 1522,femmine,no,2022,300
calabria,Utenti del 1522,femmine,no,2023,135
calabria,Utenti del 1522,femmine,no,2024,219
calabria,Utenti del 1522,femmine,si,2015,8
calabria,Utenti del 1522,femmine,si,2016,6
calabria,Utenti del 1522,femmine,si,2017,5
calabria,Utenti del 1522,femmine,si,2018,10
calabria,Utenti del 1522,femmine,si,2019,12
calabria,Utenti del 1522,femmine,si,2020,64
calabria,Utenti del 1522,femmine,si,2021,112
calabria,Utenti del 1522,femmine,si,2022,95
calabria,Utenti del 1522,femmine,si,2023,118
calabria,Utenti del 1522,femmine,si,2024,34
calabria,Utenti del 1522,femmine,non indicato,2015,67
calabria,Utenti del 1522,femmine,non indicato,2016,36
calabria,Utenti del 1522,femmine,non indicato,2017,20
calabria,Utenti del 1522,femmine,non indicato,2018,11
calabria,Utenti del 1522,femmine,non indicato,2019,9
calabria,Utenti del 1522,femmine,non indicato,2020,112
calabria,Utenti del 1522,femmine,non indicato,2021,174
calabria,Utenti del 1522,femmine,non indicato,2022,239
calabria,Utenti del 1522,femmine,non indicato,2023,441
calabria,Utenti del 1522,femmine,non indicato,2024,476
calabria,Utenti del 1522,non indicato,no,2024,1
calabria,Utenti del 1522,non indicato,non indicato,2023,1
calabria,Utenti del 1522,non indicato,non indicato,2024,1
isole,Utenti del 1522,maschi,no,2015,198
isole,Utenti del 1522,maschi,no,2016,132
isole,Utenti del 1522,maschi,no,2017,189
isole,Utenti del 1522,maschi,no,2018,210
isole,Utenti del 1522,maschi,no,2019,222
isole,Utenti del 1522,maschi,no,2020,208
isole,Utenti del 1522,maschi,no,2021,136
isole,Utenti del 1522,maschi,no,2022,110
isole,Utenti del 1522,maschi,no,2023,22
isole,Utenti del 1522,maschi,no,2024,39
isole,Utenti del 1522,maschi,si,2015,11
isole,Utenti del 1522,maschi,si,2016,11
isole,Utenti del 1522,maschi,si,2017,6
isole,Utenti del 1522,maschi,si,2018,8
isole,Utenti del 1522,maschi,si,2019,7
isole,Utenti del 1522,maschi,si,2020,14
isole,Utenti del 1522,maschi,si,2021,22
isole,Utenti del 1522,maschi,si,2022,20
isole,Utenti del 1522,maschi,si,2023,33
isole,Utenti del 1522,maschi,si,2024,5
isole,Utenti del 1522,maschi,non indicato,2015,32
isole,Utenti del 1522,maschi,non indicato,2016,25
isole,Utenti del 1522,maschi,non indicato,2017,18
isole,Utenti del 1522,maschi,non indicato,2018,7
isole,Utenti del 1522,maschi,non indicato,2019,8
isole,Utenti del 1522,maschi,non indicato,2020,43
isole,Utenti del 1522,maschi,non indicato,2021,107
isole,Utenti del 1522,maschi,non indicato,2022,102
isole,Utenti del 1522,maschi,non indicato,2023,289
isole,Utenti del 1522,maschi,non indicato,2024,408
isole,Utenti del 1522,femmine,no,2015,1477
isole,Utenti del 1522,femmine,no,2016,1549
isole,Utenti del 1522,femmine,no,2017,1336
isole,Utenti del 1522,femmine,no,2018,1712
isole,Utenti del 1522,femmine,no,2019,1503
isole,Utenti del 1522,femmine,no,2020,1620
isole,Utenti del 1522,femmine,no,2021,1160
isole,Utenti del 1522,femmine,no,2022,1072
isole,Utenti del 1522,femmine,no,2023,482
isole,Utenti del 1522,femmine,no,2024,909
isole,Utenti del 1522,femmine,si,2015,40
isole,Utenti del 1522,femmine,si,2016,64
isole,Utenti del 1522,femmine,si,2017,37
isole,Utenti del 1522,femmine,si,2018,31
isole,Utenti del 1522,femmine,si,2019,49
isole,Utenti del 1522,femmine,si,2020,111
isole,Utenti del 1522,femmine,si,2021,331
isole,Utenti del 1522,femmine,si,2022,169
isole,Utenti del 1522,femmine,si,2023,365
isole,Utenti del 1522,femmine,si,2024,122
isole,Utenti del 1522,femmine,non indicato,2015,228
isole,Utenti del 1522,femmine,non indicato,2016,161
isole,Utenti del 1522,femmine,non indicato,2017,113
isole,Utenti del 1522,femmine,non indicato,2018,28
isole,Utenti del 1522,femmine,non indicato,2019,18
isole,Utenti del 1522,femmine,non indicato,2020,322
isole,Utenti del 1522,femmine,non indicato,2021,771
isole,Utenti del 1522,femmine,non indicato,2022,795
isole,Utenti del 1522,femmine,non indicato,2023,1460
isole,Utenti del 1522,femmine,non indicato,2024,1977
isole,Utenti del 1522,non indicato,no,2023,1
isole,Utenti del 1522,non indicato,si,2023,5
isole,Utenti del 1522,non indicato,non indicato,2023,12
isole,Utenti del 1522,non indicato,non indicato,2024,6
sicilia,Utenti del 1522,maschi,no,2015,140
sicilia,Utenti del 1522,maschi,no,2016,98
sicilia,Utenti del 1522,maschi,no,2017,150
sicilia,Utenti del 1522,maschi,no,2018,160
sicilia,Utenti del 1522,maschi,no,2019,179
sicilia,Utenti del 1522,maschi,no,2020,147
sicilia,Utenti del 1522,maschi,no,2021,97
sicilia,Utenti del 1522,maschi,no,2022,83
sicilia,Utenti del 1522,maschi,no,2023,16
sicilia,Utenti del 1522,maschi,no,2024,33
sicilia,Utenti del 1522,maschi,si,2015,9
sicilia,Utenti del 1522,maschi,si,2016,9
sicilia,Utenti del 1522,maschi,si,2017,5
sicilia,Utenti del 1522,maschi,si,2018,5
sicilia,Utenti del 1522,maschi,si,2019,5
sicilia,Utenti del 1522,maschi,si,2020,9
sicilia,Utenti del 1522,maschi,si,2021,13
sicilia,Utenti del 1522,maschi,si,2022,16
sicilia,Utenti del 1522,maschi,si,2023,23
sicilia,Utenti del 1522,maschi,si,2024,5
sicilia,Utenti del 1522,maschi,non indicato,2015,24
sicilia,Utenti del 1522,maschi,non indicato,2016,20
sicilia,Utenti del 1522,maschi,non indicato,2017,14
sicilia,Utenti del 1522,maschi,non indicato,2018,5
sicilia,Utenti del 1522,maschi,non indicato,2019,6
sicilia,Utenti del 1522,maschi,non indicato,2020,23
sicilia,Utenti del 1522,maschi,non indicato,2021,78
sicilia,Utenti del 1522,maschi,non indicato,2022,75
sicilia,Utenti del 1522,maschi,non indicato,2023,213
sicilia,Utenti del 1522,maschi,non indicato,2024,292
sicilia,Utenti del 1522,femmine,no,2015,1043
sicilia,Utenti del 1522,femmine,no,2016,1098
sicilia,Utenti del 1522,femmine,no,2017,932
sicilia,Utenti del 1522,femmine,no,2018,1191
sicilia,Utenti del 1522,femmine,no,2019,1076
sicilia,Utenti del 1522,femmine,no,2020,1188
sicilia,Utenti del 1522,femmine,no,2021,832
sicilia,Utenti del 1522,femmine,no,2022,744
sicilia,Utenti del 1522,femmine,no,2023,366
sicilia,Utenti del 1522,femmine,no,2024,656
sicilia,Utenti del 1522,femmine,si,2015,23
sicilia,Utenti del 1522,femmine,si,2016,29
sicilia,Utenti del 1522,femmine,si,2017,23
sicilia,Utenti del 1522,femmine,si,2018,15
sicilia,Utenti del 1522,femmine,si,2019,31
sicilia,Utenti del 1522,femmine,si,2020,70
sicilia,Utenti del 1522,femmine,si,2021,180
sicilia,Utenti del 1522,femmine,si,2022,79
sicilia,Utenti del 1522,femmine,si,2023,261
sicilia,Utenti del 1522,femmine,si,2024,91
sicilia,Utenti del 1522,femmine,non indicato,2015,159
sicilia,Utenti del 1522,femmine,non indicato,2016,119
sicilia,Utenti del 1522,femmine,non indicato,2017,74
sicilia,Utenti del 1522,femmine,non indicato,2018,16
sicilia,Utenti del 1522,femmine,non indicato,2019,14
sicilia,Utenti del 1522,femmine,non indicato,2020,240
sicilia,Utenti del 1522,femmine,non indicato,2021,538
sicilia,Utenti del 1522,femmine,non indicato,2022,551
sicilia,Utenti del 1522,femmine,non indicato,2023,975
sicilia,Utenti del 1522,femmine,non indicato,2024,1401
sicilia,Utenti del 1522,non indicato,no,2023,1
sicilia,Utenti del 1522,non indicato,si,2023,5
sicilia,Utenti del 1522,non indicato,non indicato,2023,8
sicilia,Utenti del 1522,non indicato,non indicato,2024,5
sardegna,Utenti del 1522,maschi,no,2015,58
sardegna,Utenti del 1522,maschi,no,2016,34
sardegna,Utenti del 1522,maschi,no,2017,39
sardegna,Utenti del 1522,maschi,no,2018,50
sardegna,Utenti del 1522,maschi,no,2019,43
sardegna,Utenti del 1522,maschi,no,2020,61
sardegna,Utenti del 1522,maschi,no,2021,39
sardegna,Utenti del 1522,maschi,no,2022,27
sardegna,Utenti del 1522,maschi,no,2023,6
sardegna,Utenti del 1522,maschi,no,2024,6
sardegna,Utenti del 1522,maschi,si,2015,2
sardegna,Utenti del 1522,maschi,si,2016,2
sardegna,Utenti del 1522,maschi,si,2017,1
sardegna,Utenti del 1522,maschi,si,2018,3
sardegna,Utenti del 1522,maschi,si,2019,2
sardegna,Utenti del 1522,maschi,si,2020,5
sardegna,Utenti del 1522,maschi,si,2021,9
sardegna,Utenti del 1522,maschi,si,2022,4
sardegna,Utenti del 1522,maschi,si,2023,10
sardegna,Utenti del 1522,maschi,non indicato,2015,8
sardegna,Utenti del 1522,maschi,non indicato,2016,5
sardegna,Utenti del 1522,maschi,non indicato,2017,4
sardegna,Utenti del 1522,maschi,non indicato,2018,2
sardegna,Utenti del 1522,maschi,non indicato,2019,2
sardegna,Utenti del 1522,maschi,non indicato,2020,20
sardegna,Utenti del 1522,maschi,non indicato,2021,29
sardegna,Utenti del 1522,maschi,non indicato,2022,27
sardegna,Utenti del 1522,maschi,non indicato,2023,76
sardegna,Utenti del 1522,maschi,non indicato,2024,116
sardegna,Utenti del 1522,femmine,no,2015,434
sardegna,Utenti del 1522,femmine,no,2016,451
sardegna,Utenti del 1522,femmine,no,2017,404
sardegna,Utenti del 1522,femmine,no,2018,521
sardegna,Utenti del 1522,femmine,no,2019,427
sardegna,Utenti del 1522,femmine,no,2020,432
sardegna,Utenti del 1522,femmine,no,2021,328
sardegna,Utenti del 1522,femmine,no,2022,328
sardegna,Utenti del 1522,femmine,no,2023,116
sardegna,Utenti del 1522,femmine,no,2024,253
sardegna,Utenti del 1522,femmine,si,2015,17
sardegna,Utenti del 1522,femmine,si,2016,35
sardegna,Utenti del 1522,femmine,si,2017,14
sardegna,Utenti del 1522,femmine,si,2018,16
sardegna,Utenti del 1522,femmine,si,2019,18
sardegna,Utenti del 1522,femmine,si,2020,41
sardegna,Utenti del 1522,femmine,si,2021,151
sardegna,Utenti del 1522,femmine,si,2022,90
sardegna,Utenti del 1522,femmine,si,2023,104
sardegna,Utenti del 1522,femmine,si,2024,31
sardegna,Utenti del 1522,femmine,non indicato,2015,69
sardegna,Utenti del 1522,femmine,non indicato,2016,42
sardegna,Utenti del 1522,femmine,non indicato,2017,39
sardegna,Utenti del 1522,femmine,non indicato,2018,12
sardegna,Utenti del 1522,femmine,non indicato,2019,4
sardegna,Utenti del 1522,femmine,non indicato,2020,82
sardegna,Utenti del 1522,femmine,non indicato,2021,233
sardegna,Utenti del 1522,femmine,non indicato,2022,244
sardegna,Utenti del 1522,femmine,non indicato,2023,485
sardegna,Utenti del 1522,femmine,non indicato,2024,576
sardegna,Utenti del 1522,non indicato,non indicato,2023,4
sardegna,Utenti del 1522,non indicato,non indicato,2024,1
non indicato,Utenti del 1522,maschi,no,2015,196
non indicato,Utenti del 1522,maschi,no,2016,156
non indicato,Utenti del 1522,maschi,no,2017,328
non indicato,Utenti del 1522,maschi,no,2018,467
non indicato,Utenti del 1522,maschi,no,2019,266
non indicato,Utenti del 1522,maschi,no,2020,432
non indicato,Utenti del 1522,maschi,no,2021,591
non indicato,Utenti del 1522,maschi,no,2022,438
non indicato,Utenti del 1522,maschi,no,2023,60
non indicato,Utenti del 1522,maschi,no,2024,108
non indicato,Utenti del 1522,maschi,si,2015,14
non indicato,Utenti del 1522,maschi,si,2016,8
non indicato,Utenti del 1522,maschi,si,2017,28
non indicato,Utenti del 1522,maschi,si,2018,24
non indicato,Utenti del 1522,maschi,si,2019,10
non indicato,Utenti del 1522,maschi,si,2020,31
non indicato,Utenti del 1522,maschi,si,2021,134
non indicato,Utenti del 1522,maschi,si,2022,86
non indicato,Utenti del 1522,maschi,si,2023,122
non indicato,Utenti del 1522,maschi,si,2024,43
non indicato,Utenti del 1522,maschi,non indicato,2015,88
non indicato,Utenti del 1522,maschi,non indicato,2016,62
non indicato,Utenti del 1522,maschi,non indicato,2017,77
non indicato,Utenti del 1522,maschi,non indicato,2018,51
non indicato,Utenti del 1522,maschi,non indicato,2019,31
non indicato,Utenti del 1522,maschi,non indicato,2020,413
non indicato,Utenti del 1522,maschi,non indicato,2021,877
non indicato,Utenti del 1522,maschi,non indicato,2022,930
non indicato,Utenti del 1522,maschi,non indicato,2023,2239
non indicato,Utenti del 1522,maschi,non indicato,2024,3424
non indicato,Utenti del 1522,femmine,no,2015,1077
non indicato,Utenti del 1522,femmine,no,2016,913
non indicato,Utenti del 1522,femmine,no,2017,1700
non indicato,Utenti del 1522,femmine,no,2018,2343
non indicato,Utenti del 1522,femmine,no,2019,1541
non indicato,Utenti del 1522,femmine,no,2020,2997
non indicato,Utenti del 1522,femmine,no,2021,3112
non indicato,Utenti del 1522,femmine,no,2022,2422
non indicato,Utenti del 1522,femmine,no,2023,949
non indicato,Utenti del 1522,femmine,no,2024,786
non indicato,Utenti del 1522,femmine,si,2015,20
non indicato,Utenti del 1522,femmine,si,2016,19
non indicato,Utenti del 1522,femmine,si,2017,30
non indicato,Utenti del 1522,femmine,si,2018,51
non indicato,Utenti del 1522,femmine,si,2019,24
non indicato,Utenti del 1522,femmine,si,2020,323
non indicato,Utenti del 1522,femmine,si,2021,706
non indicato,Utenti del 1522,femmine,si,2022,459
non indicato,Utenti del 1522,femmine,si,2023,1539
non indicato,Utenti del 1522,femmine,si,2024,324
non indicato,Utenti del 1522,femmine,non indicato,2015,278
non indicato,Utenti del 1522,femmine,non indicato,2016,246
non indicato,Utenti del 1522,femmine,non indicato,2017,440
non indicato,Utenti del 1522,femmine,non indicato,2018,252
non indicato,Utenti del 1522,femmine,non indicato,2019,220
non indicato,Utenti del 1522,femmine,non indicato,2020,2716
non indicato,Utenti del 1522,femmine,non indicato,2021,4843
non indicato,Utenti del 1522,femmine,non indicato,2022,4421
non indicato,Utenti del 1522,femmine,non indicato,2023,9579
non indicato,Utenti del 1522,femmine,non indicato,2024,13287
non indicato,Utenti del 1522,non indicato,no,2023,6
non indicato,Utenti del 1522,non indicato,no,2024,4
non indicato,Utenti del 1522,non indicato,si,2023,43
non indicato,Utenti del 1522,non indicato,si,2024,20
non indicato,Utenti del 1522,non indicato,non indicato,2015,1
non indicato,Utenti del 1522,non indicato,non indicato,2019,2
non indicato,Utenti del 1522,non indicato,non indicato,2020,9
non indicato,Utenti del 1522,non indicato,non indicato,2021,11
non indicato,Utenti del 1522,non indicato,non indicato,2022,15
non indicato,Utenti del 1522,non indicato,non indicato,2023,4102
non indicato,Utenti del 1522,non indicato,non indicato,2024,4456
